id,codigoAdicional,aneelPlu,aneelFlu,nome,latitude,longitude,altitude,ultimaAtualizacao,baciaCodigo,codigoNomeBacia,codigoNomeSubBacia,nomeRio,nomeEstado,nomeMunicipio,subBaciaCodigo,rioCodigo,estadoCodigo,municipioCodigo,responsavelCodigo,operadoraCodigo,menorDataPeriodo,maiorDataPeriodo,responsavelSigla,operadoraSigla,tipoEstacao
92761400,15571200,,15571200,REBIO JARU,-9.4558,-61.67,,2023-09-14T18:34:24.373+0000,1,1 - Rio Amazonas,"15 - RIO AMAZONAS,MADEIRA,GUAPORE,.",IGARAPÉ SÃO PEDRO OU TARUMA,RONDÔNIA,MACHADINHO D'OESTE,15,15240571.0,1,1007200,1,1,2005-12-19T09:00:00.000+0000,2007-03-09T13:00:00.000+0000,ANA,ANA,Fluviométrica
19304100,56992390,,56992390,UHE MASCARENHAS MONTANTE,-19.5094,-41.0031,80.0,2022-04-28T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",56 - RIO DOCE,RIO DOCE,ESPÍRITO SANTO,COLATINA,56,56001000.0,18,18015000,445,445,2011-12-27T14:00:00.000+0000,2024-05-30T12:00:00.170+0000,ENERGEST,ENERGEST,Fluviométrica
75235270,39145010,735227,39145010,LIMOEIRO,-7.8789,-35.4519,134.0,2023-09-14T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","39 - RIOS CAPIBARIBE,MUNDAU E .....",RIO CAPIBARIBE,PERNAMBUCO,LIMOEIRO,39,39400000.0,12,12089000,230,230,2011-04-11T21:00:00.000+0000,2024-05-30T13:00:00.000+0000,APAC-PE,APAC-PE,Fluviométrica
75335100,39150010,735228,39150010,PAUDALHO,-7.8942,-35.1733,64.0,2023-09-14T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","39 - RIOS CAPIBARIBE,MUNDAU E .....",RIO CAPIBARIBE,PERNAMBUCO,PAUDALHO,39,39400000.0,12,12106000,230,230,2011-04-14T03:00:00.000+0000,2024-05-30T13:00:00.000+0000,APAC-PE,APAC-PE,Fluviométrica
7523744,38353000,,38353000,PISF AÇUDE SÃO JOSÉ II,-7.885,-37.0667,,2024-02-09T15:22:48.360+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","38 - RIOS PARAIBA,POTENJI E OUTROS",RIACHO MULUNGU,PARAÍBA,MONTEIRO,38,38427000.0,11,11097000,284,284,2013-04-24T03:00:00.000+0000,2018-11-30T08:45:00.000+0000,AESA-PB,AESA-PB,Fluviométrica
73838530,36225000,,,AÇUDE ATALHO,-7.64138,-38.89444,,,3,"3 - Atlântico, Trecho Norte/Nordeste",36 - RIO JAGUARIBE,RIACHO DOS PORCOS,CEARÁ,BREJO SANTO,36,36451400.0,9,9025000,1,1,2013-06-11T18:15:00.000+0000,2016-10-26T11:00:00.000+0000,ANA,COHIDRO,Fluviométrica
51938550,36534000,538027,36534000,AÇUDE BANABUIU,-5.3306,-38.9253,120.0,2018-03-15T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste",36 - RIO JAGUARIBE,RIO BANABUIU,CEARÁ,BANABUIU,36,36500000.0,9,9018200,106,106,2011-09-16T10:00:00.000+0000,2022-02-14T15:00:00.000+0000,COGERH-CE,COGERH-CE,Fluviométrica
115771160,15308000,,15308000,PAKITZA,-11.95,-71.2833,319.0,2011-06-03T03:00:00.000+0000,1,1 - Rio Amazonas,"15 - RIO AMAZONAS,MADEIRA,GUAPORE,.",RIO MADRE DE DIOS,PERU,PERU,15,15200100.0,66,66000000,906,906,,,SENAMHI-PERU,SENAMHI-PERU,Fluviométrica
124971300,15307000,,15307000,SALVACION,-12.8333,-71.5,520.0,2011-06-03T03:00:00.000+0000,1,1 - Rio Amazonas,"15 - RIO AMAZONAS,MADEIRA,GUAPORE,.",RIO MADRE DE DIOS,PERU,PERU,15,15200100.0,66,66000000,906,906,,,SENAMHI-PERU,SENAMHI-PERU,Fluviométrica
210257520,67024000,,67024000,FUERTE OLIMPO,-21.0386,-57.8692,,2011-08-03T03:00:00.000+0000,6,6 - Rio Paraná ,"67 - RIOS PARAGUAI,APA E OUTROS",RIO PARAGUAI,PARAGUAI,PARAGUAI,67,66001000.0,63,63000000,903,903,,,PARAGUAI,PARAGUAI,Fluviométrica
221043350,58583000,,58583000,RIO DAS FLORES,-22.1683,-43.5869,503.0,2022-03-08T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",58 - RIO PARAIBA DO SUL,RIBEIRÃO MANOEL PEREIRA,RIO DE JANEIRO,RIO DAS FLORES,58,58551200.0,19,19046000,438,438,,,INEA-RJ,INEA-RJ,Fluviométrica
221642320,58826065,,58826065,NOVA FRIBURGO,-22.27861,-42.53361,830.0,2009-10-09T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",58 - RIO PARAIBA DO SUL,RIO BENGALA,RIO DE JANEIRO,NOVA FRIBURGO,58,58722000.0,19,19034000,438,438,,,INEA-RJ,INFOPER,Fluviométrica
221642340,58826075,,58826075,SÍTIO SANTA PAULA,-22.2681,-42.5725,,2013-04-15T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",58 - RIO PARAIBA DO SUL,CÓRREGO D'ANTAS,RIO DE JANEIRO,NOVA FRIBURGO,58,58721000.0,19,19034000,438,438,,,INEA-RJ,INFOPER,Fluviométrica
221657560,67230000,,67230000,PUERTO LA VICTORIA (CASADO),-22.2822,-57.9458,,2011-08-03T03:00:00.000+0000,6,6 - Rio Paraná ,"67 - RIOS PARAGUAI,APA E OUTROS",RIO PARAGUAI,PARAGUAI,PARAGUAI,67,66001000.0,63,63000000,903,903,,,PARAGUAI,PARAGUAI,Fluviométrica
221742310,58826035,,58826035,YPU,-22.29556,-42.52667,,2009-10-09T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",58 - RIO PARAIBA DO SUL,RIBEIRÃO SANTO ANTÔNIO,RIO DE JANEIRO,NOVA FRIBURGO,58,58740500.0,19,19034000,438,438,,,INEA-RJ,INFOPER,Fluviométrica
221842320,58826060,,58826060,OLARIA,-22.30861,-42.54222,7.0,2009-10-09T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",58 - RIO PARAIBA DO SUL,RIO CÔNEGO,RIO DE JANEIRO,NOVA FRIBURGO,58,58721100.0,19,19034000,438,438,,,INEA-RJ,INFOPER,Fluviométrica
223643020,59250900,,59250900,PARQUE SÃO MIGUEL,-22.6147,-43.0389,13.0,2022-03-08T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste","59 - RIOS MACAE,SAO JOAO E OUTROS",RIO MAJE OU SANTO ALEIXO,RIO DE JANEIRO,MAGÉ,59,59460000.0,19,19025000,438,438,,,INEA-RJ,INEA-RJ,Fluviométrica
223643060,59252000,,59252000,ESTRADA DA CONCEIÇÃO,-22.6097,-43.1022,23.0,2022-03-08T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste","59 - RIOS MACAE,SAO JOAO E OUTROS",RIO SURUI,RIO DE JANEIRO,MAGÉ,59,59460060.0,19,19025000,438,438,,,INEA-RJ,INEA-RJ,Fluviométrica
223942550,59248900,,59248900,BARRAGEM DA CEDAE,-22.6569,-42.9317,10.0,2022-03-08T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste","59 - RIOS MACAE,SAO JOAO E OUTROS",CANAL DE IMUNANA,RIO DE JANEIRO,ITABORAÍ,59,59460400.0,19,19019000,438,438,,,INEA-RJ,INEA-RJ,Fluviométrica
223943240,59279000,,59279000,CLUBE CATAVENTO,-22.6508,-43.4158,8.0,2009-10-07T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste","59 - RIOS MACAE,SAO JOAO E OUTROS",RIO IGUAÇU,RIO DE JANEIRO,NOVA IGUAÇU,59,59470000.0,19,19035000,438,438,,,INEA-RJ,INFOPER,Fluviométrica
133056370,17099500,,17099500,FAZENDA MASSAPÉ,-13.5025,-56.6183,,2014-07-23T03:00:00.000+0000,1,1 - Rio Amazonas,"17 - RIO AMAZONAS,TAPAJOS,JURUENA..",RIO CLARO,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,17,17224000.0,25,25142000,91,91,2013-11-18T06:00:00.000+0000,2024-05-30T12:45:00.000+0000,SEMA-MT,HYDROCONSULT,Fluviométrica
213952520,63970000,,63970000,FAZENDA BURITI,-21.6633,-52.8675,259.0,2024-05-09T03:00:00.000+0000,6,6 - Rio Paraná ,"63 - RIOS PARANA,PARDO E OUTROS",RIO PARDO,MATO GROSSO DO SUL,BATAGUASSU,63,63500000.0,28,28011000,1,1,2013-04-27T21:15:00.000+0000,2024-05-25T14:00:00.000+0000,ANA,CPRM,Fluviométrica
19651430,60968000,,60968000,CASSILÂNDIA,-19.1075,-51.7208,443.0,2024-05-09T03:00:00.000+0000,6,6 - Rio Paraná ,60 - RIO PARANAIBA,RIO APORÉ OU DO PEIXE,MATO GROSSO DO SUL,CASSILÂNDIA,60,60950000.0,28,28020000,1,1,2013-04-30T02:15:00.000+0000,2024-05-30T13:00:00.000+0000,ANA,CPRM,Fluviométrica
7937240,37352000,,37352000,AÇUDE CAPOEIRA,-7.1642,-37.41,,2020-04-09T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIACHO POÇO DA CRUZ,PARAÍBA,MÃE D'ÁGUA,37,37240500.0,11,11087000,1,1,2013-05-08T03:00:00.000+0000,2016-04-15T03:00:00.000+0000,ANA,AESA-PB,Fluviométrica
265152540,73820000,,73820000,PASSO PIO X,-26.8594,-52.9047,207.0,2023-05-07T11:36:20.637+0000,7,7 - Rio Uruguai,"73 - RIOS URUGUAI,CHAPECO E OUTROS",RIO BURRO BRANCO,SANTA CATARINA,PINHALZINHO,73,73203000.0,23,23127000,1,1,2013-05-20T12:15:00.000+0000,2022-10-20T13:00:00.000+0000,ANA,CPRM,Fluviométrica
25274970,65004995,,65004995,PONTE PR-415,-25.4506,-49.1211,875.0,2018-05-15T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO PIRAQUARA,PARANÁ,PIRAQUARA,65,65101000.0,22,22196000,1,1,2013-05-24T13:15:00.000+0000,2024-05-30T13:00:00.000+0000,ANA,IAT-PR,Fluviométrica
32043310,33760005,343016,33760005,SÃO BENEDITO DO RIO PRETO,-3.3353,-43.5264,30.0,2024-03-22T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","33 - RIOS MEARIM,ITAPECURU E OUTROS",RIO PRETO,MARANHÃO,SÃO BENEDITO DO RIO PRETO,33,33494000.0,7,7105000,391,391,2013-08-19T15:00:00.000+0000,2024-05-29T20:45:00.000+0000,SEMA-MA,SEMA-MA,Fluviométrica
253549370,65028000,,65028000,BALSA NOVA,-25.5886,-49.6319,854.0,2016-10-11T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO IGUAÇU,PARANÁ,BALSA NOVA,65,65100000.0,22,22023000,52,52,2013-08-20T09:15:00.000+0000,2024-05-30T13:00:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
34244170,33661005,344024,33661005,PERITORÓ II,-3.7064,-44.2872,62.0,2024-03-25T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","33 - RIOS MEARIM,ITAPECURU E OUTROS",RIO PIRITORÓ,MARANHÃO,PIRAPEMAS,33,33480000.0,7,7089000,391,391,2013-09-05T22:00:00.000+0000,2023-09-28T15:45:00.000+0000,SEMA-MA,SEMA-MA,Fluviométrica
115049460,26730000,,26730000,PROJETO RIO FORMOSO,-11.8392,-49.7711,192.0,2024-05-09T03:00:00.000+0000,2,2 - Rio Tocantins,"26 - RIO ARAGUAIA,MORTES,JAVAES....",RIO FORMOSO ,TOCANTINS,FORMOSO DO ARAGUAIA,26,26650000.0,29,29047000,1,1,2013-09-08T21:45:00.000+0000,2024-05-30T13:30:00.000+0000,ANA,CPRM,Fluviométrica
93049580,27110000,,27110000,RIO DO COCO,-9.5003,-49.9831,172.0,2024-05-09T03:00:00.000+0000,2,2 - Rio Tocantins,"27 - RIO ARAGUAIA,COCO,PAU D'ARCO..",RIO DO COCO,TOCANTINS,CASEARA,27,27100000.0,29,29030000,1,1,2013-09-08T21:45:00.000+0000,2024-05-30T13:15:00.000+0000,ANA,CPRM,Fluviométrica
45544370,33273010,444015,33273010,JOSELÂNDIA,-4.9258,-44.6181,,2024-03-22T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","33 - RIOS MEARIM,ITAPECURU E OUTROS",RIO FLORES,MARANHÃO,JOSELÂNDIA,33,33250000.0,7,7057000,391,391,2013-09-19T22:00:00.000+0000,2024-05-30T12:45:00.000+0000,SEMA-MA,SEMA-MA,Fluviométrica
5644570,33260010,544015,33260010,SANTA VITÓRIA,-5.1019,-44.9614,60.0,2024-03-25T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","33 - RIOS MEARIM,ITAPECURU E OUTROS",RIO MEARIM,MARANHÃO,BARRA DO CORDA,33,33200000.0,7,7016000,391,391,2013-09-19T22:00:00.000+0000,2024-05-30T01:45:00.000+0000,SEMA-MA,SEMA-MA,Fluviométrica
123647510,21891000,,21891000,BARRA DE PALMAS,-12.6033,-47.8614,,2018-04-30T03:00:00.000+0000,2,2 - Rio Tocantins,"21 - RIO TOCANTINS,PARANA,PALMA....",RIO PALMA,TOCANTINS,PARANÃ,21,21280000.0,29,29082000,390,390,2015-02-25T10:15:00.000+0000,2024-05-30T13:00:00.000+0000,SEMADES-TO,SEMADES-TO,Fluviométrica
100047490,22741000,,22741000,RIO BALSAS,-9.9919,-47.8197,,2018-04-30T03:00:00.000+0000,2,2 - Rio Tocantins,"22 - RIO TOCANTINS,M. ALVES,SONO...",RIO DAS BALSAS,TOCANTINS,NOVO ACORDO,22,22540000.0,29,29075000,390,390,2014-12-22T15:45:00.000+0000,2024-05-30T13:30:00.000+0000,SEMADES-TO,SEMADES-TO,Fluviométrica
165142030,54500000,,54500000,ARAÇUAÍ,-16.8503,-42.0631,270.0,2022-06-01T03:00:00.000+0000,5,"5 - Atlântico, Trecho Leste",54 - RIO JEQUITINHONHA,RIO ARAÇUAÍ,MINAS GERAIS,ARAÇUAÍ,54,54200000.0,17,17034000,1,1,2017-08-15T10:00:00.000+0000,2024-05-30T12:45:00.000+0000,ANA,CPRM,Fluviométrica
63448380,28280000,,28280000,ARAGUANÃ,-6.5778,-48.6367,,2019-10-31T03:00:00.000+0000,2,2 - Rio Tocantins,"28 - RIO ARAGUAIA,MURICIZAL,LONTRA",RIBEIRÃO  LONTRA,TOCANTINS,ARAGUANÃ,28,28300000.0,29,29011000,390,390,2014-10-06T11:45:00.000+0000,2024-05-30T13:30:00.000+0000,SEMADES-TO,SEMADES-TO,Fluviométrica
83971340,12559000,871002,12559000,SERINGAL SÃO LUIZ,-8.6611,-71.5744,,2023-09-09T10:32:34.257+0000,1,1 - Rio Amazonas,"12 - RIO SOLIMOES,JURUA,JAPURA,....",RIO TARAUACÁ,ACRE,JORDÃO,12,12280000.0,2,2004400,1,1,2013-11-23T21:15:00.000+0000,2018-11-12T00:00:00.000+0000,ANA,CONSTRUFAM,Fluviométrica
145039190,53166100,1439109,53166100,FAZENDA BARRA,-14.8997,-39.3686,,2020-09-16T20:39:32.343+0000,5,"5 - Atlântico, Trecho Leste","53 - RIOS PARDO,CACHOEIRA E OUTROS",RIO CACHOEIRA,BAHIA,ITABUNA,53,53200000.0,16,16148000,114,114,2014-02-21T17:15:00.000+0000,2020-10-29T12:00:00.000+0000,INEMA-BA,INEMA-BA,Fluviométrica
203944040,40680001,0,40680001,ENTRE RIOS DE MINAS,-20.6603,-44.0719,903.0,2023-07-06T03:00:00.000+0000,4,4 - Rio São Francisco,"40 - RIOS SAO FRANCISCO,PARAOPEBA E",RIO BRUMADO,MINAS GERAIS,ENTRE RIOS DE MINAS,40,40320000.0,17,17239000,1,1,2014-09-10T22:00:00.000+0000,2024-05-30T08:45:00.000+0000,ANA,IGAM-MG,Fluviométrica
112750000,26711000,,26711000,FAZENDA COBRAPE,-11.4644,-50.0078,,2024-05-09T03:00:00.000+0000,2,2 - Rio Tocantins,"26 - RIO ARAGUAIA,MORTES,JAVAES....",RIO JAVAÉS,TOCANTINS,FORMOSO DO ARAGUAIA,26,26600000.0,29,29047000,1,1,2014-09-18T18:30:00.000+0000,2024-05-30T13:15:00.000+0000,ANA,CPRM,Fluviométrica
64738340,37238000,638114,,AÇUDE LAGOA DO ARROZ,-6.7981,-38.5689,,2024-02-09T15:22:41.963+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","37 - RIOS APODI,PIRANHAS E OUTROS",RIACHO CACARÉ,PARAÍBA,CAJAZEIRAS,37,37158000.0,11,11037000,58,58,2014-08-02T00:30:00.000+0000,2017-10-11T13:15:00.000+0000,DNOCS,AESA-PB,Fluviométrica
33343520,33770001,343017,33770001,VARGEM GRANDE,-3.5536,-43.8736,,2024-03-22T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","33 - RIOS MEARIM,ITAPECURU E OUTROS",RIO IGUARA,MARANHÃO,VARGEM GRANDE,33,33495000.0,7,7127000,391,391,2013-08-19T15:00:00.000+0000,2024-05-29T08:45:00.000+0000,SEMA-MA,SEMA-MA,Fluviométrica
26264930,82549000,,82549000,SCHROEDER,-26.4392,-49.0628,60.0,2023-06-21T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste","82 - RIOS NHUNDIAQUARA,ITAPOCU E ..",RIO ITAPOCUZINHO,SANTA CATARINA,SCHROEDER,82,82610100.0,23,23171000,1,1,2013-08-19T15:15:00.000+0000,2024-04-09T18:00:00.000+0000,ANA,EPAGRI-SC,Fluviométrica
253649210,65019700,,65019700,PONTE DA CAXIMBA,-25.6156,-49.3575,879.0,2019-01-09T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO BARIGUI,PARANÁ,ARAUCÁRIA,65,65113000.0,22,22018000,52,52,2013-08-20T09:15:00.000+0000,2016-12-02T12:00:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
81649150,27500000,,27500000,CONCEIÇÃO DO ARAGUAIA,-8.2694,-49.2594,141.0,2024-05-09T03:00:00.000+0000,2,2 - Rio Tocantins,"27 - RIO ARAGUAIA,COCO,PAU D'ARCO..",RIO ARAGUAIA,PARÁ,CONCEIÇÃO DO ARAGUAIA,27,24001000.0,5,5027000,1,1,2013-08-29T21:30:00.000+0000,2024-05-30T13:15:00.000+0000,ANA,CPRM,Fluviométrica
93268560,13290000,968007,13290000,FAZENDA REPOUSO (Rio Macauã),-9.5439,-68.9431,146.0,2023-09-11T11:17:34.333+0000,1,1 - Rio Amazonas,"13 - RIO SOLIMOES,PURUS,COARI,..",RIO MACAUÃ,ACRE,SENA MADUREIRA,13,13329700.0,2,2010000,1,1,2014-10-03T21:15:00.000+0000,2018-04-11T11:00:00.000+0000,ANA,CONSTRUFAM,Fluviométrica
292751080,87189000,,87189000,PICADA CAFÉ,-29.4614,-51.14,,2018-01-03T03:00:00.000+0000,8,"8 - Atlântico, Trecho Sudeste",87 - LAGOA DOS PATOS,RIO CADEIA,RIO GRANDE DO SUL,PICADA CAFÉ,87,87225000.0,24,24144200,266,266,2014-10-24T15:45:00.000+0000,2023-05-31T15:30:00.000+0000,SEMA-RS,SEMA-RS,Fluviométrica
71248170,28200000,,28200000,PONTE RIO LONTRA,-7.2075,-48.2958,194.0,2023-11-29T03:00:00.000+0000,2,2 - Rio Tocantins,"28 - RIO ARAGUAIA,MURICIZAL,LONTRA",RIBEIRÃO  LONTRA,TOCANTINS,ARAGUAÍNA,28,28300000.0,29,29010000,1,1,2013-07-18T09:45:00.000+0000,2024-05-30T13:30:00.000+0000,ANA,SEMARH-TO,Fluviométrica
155447540,60478493,,60478493,CÓRREGO TAQUARA,-15.9111,-47.9089,,2015-10-01T03:00:00.000+0000,6,6 - Rio Paraná ,60 - RIO PARANAIBA,CÓRREGO TAQUARA,DISTRITO FEDERAL,BRASÍLIA,60,60321300.0,27,27001000,1,1,2014-01-30T15:15:00.000+0000,2024-05-30T13:00:00.000+0000,ANA,UNB,Fluviométrica
252351261,65808500,,65808500,FOZ DO RIO BANANAS,-25.4431,-51.4464,967.0,2016-10-13T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO BANANAS,PARANÁ,GUARAPUAVA,65,65150090.0,22,22094000,52,52,2014-02-06T02:45:00.000+0000,2024-05-30T13:30:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
12748240,31645000,148021,31645000,CAPTAÇÃO D''ÁGUA DA COSANPA,-1.455,-48.4017,,2024-01-16T03:00:00.000+0000,3,"3 - Atlântico, Trecho Norte/Nordeste","31 - RIOS MERUU,ACARA,GUAMA, OUTROS",RIO GUAMA,PARÁ,BELÉM,31,31600000.0,5,5014000,1,1,2015-08-01T21:45:00.000+0000,2024-05-30T13:30:00.000+0000,ANA,CPRM,Fluviométrica
131250350,25950000,,,LUIZ ALVES,-13.2097,-50.585,234.0,2023-09-25T20:57:25.050+0000,2,2 - Rio Tocantins,"25 - RIO ARAGUAIA,CRIXAS-ACU,PEIXE",RIO ARAGUAIA,GOIÁS,SÃO MIGUEL DO ARAGUAIA,25,24001000.0,26,26204000,1,1,2013-09-26T21:15:00.000+0000,2016-12-02T12:00:00.000+0000,ANA,CPRM,Fluviométrica
15375630,66259650,,66259650,RIO COXIPÓ - AABB,-15.6175,-56.0511,158.0,2022-08-24T03:00:00.000+0000,6,6 - Rio Paraná ,"66 - RIOS PARAGUAI,SAO LOURENCO E .",RIO COXIPO,MATO GROSSO,CUIABÁ,66,66223600.0,25,25046000,91,91,2013-12-05T06:15:00.000+0000,2024-05-30T13:00:00.000+0000,SEMA-MT,SEMA-MT,Fluviométrica
253549130,65015400,,65015400,CACHOEIRA,-25.5892,-49.2281,878.0,2018-05-15T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO MIRINGUAVA,PARANÁ,SÃO JOSÉ DOS PINHAIS,65,65110000.0,22,22256000,1,1,2020-05-15T18:30:00.000+0000,2024-05-30T03:15:00.000+0000,ANA,IAT-PR,Fluviométrica
253549150,65017006,,65017006,PONTE DO UMBARAZINHO,-25.5986,-49.2608,879.0,2016-10-11T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO IGUAÇU,PARANÁ,SÃO JOSÉ DOS PINHAIS,65,65100000.0,22,22256000,52,52,2014-02-06T02:30:00.000+0000,2023-09-13T09:15:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
253149120,65011450,0,65011450,ARAUCO,-25.5239,-49.2142,875.0,,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO BELÉM,PARANÁ,CURITIBA,65,65108000.0,22,22068500,52,52,2014-02-06T02:30:00.000+0000,2015-08-21T20:15:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
252949100,65006090,,65006090,COMPORTA CANAL ÁGUA LIMPA,-25.4864,-49.1811,876.0,2014-02-04T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO IGUAÇU,PARANÁ,SÃO JOSÉ DOS PINHAIS,65,65100000.0,22,22256000,52,52,2014-02-06T02:30:00.000+0000,2024-05-30T13:15:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
252351260,65809000,,65809000,ETA - GUARAPUAVA,-25.3978,-51.4358,950.0,2018-05-15T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO DAS PEDRAS,PARANÁ,GUARAPUAVA,65,65141400.0,22,22094000,1,1,2014-02-06T02:45:00.000+0000,2024-05-30T13:30:00.000+0000,ANA,IAT-PR,Fluviométrica
252751390,65812000,,65812000,FOZ DO RIO COUTINHO,-25.4528,-51.6358,,2014-02-04T03:00:00.000+0000,6,6 - Rio Paraná ,"65 - RIOS PARANA,IGUACU E OUTROS",RIO JORDÃO,PARANÁ,GUARAPUAVA,65,65150000.0,22,22094000,52,52,2014-02-06T02:45:00.000+0000,2024-05-30T13:30:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
232050090,64362000,0,64362000,GRANJA GAROTA,-23.3422,-50.1631,430.0,2016-10-07T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO DAS CINZAS,PARANÁ,SANTO ANTÔNIO DA PLATINA,64,64150000.0,22,22242000,1,1,2014-02-06T03:30:00.000+0000,2016-06-16T17:15:00.000+0000,ANA,IAT-PR,Fluviométrica
235949280,64231000,,64231000,COLÔNIA BARRO PRETO,-24.0328,-49.4614,530.0,2018-05-08T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO ITARARÉ,PARANÁ,SENGES,64,64130000.0,22,22264000,1,1,2014-02-06T02:30:00.000+0000,2024-05-12T00:15:00.000+0000,ANA,IAT-PR,Fluviométrica
232652360,64682000,,64682000,JAPURÁ - RIO DOS ÍNDIOS,-23.4414,-52.6047,285.0,2018-05-08T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO DOS ÍNDIOS,PARANÁ,JAPURÁ,64,64321700.0,22,22124000,1,1,2014-02-06T02:30:00.000+0000,2024-05-30T13:15:00.000+0000,ANA,IAT-PR,Fluviométrica
235251380,64655400,,64655400,PONTE RODOVIA BR-466,-23.8694,-51.6439,351.0,2019-08-02T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO BOM,PARANÁ,BORRAZÓPOLIS,64,64312000.0,22,22033000,52,52,2014-02-06T02:30:00.000+0000,2016-04-15T13:15:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
242354080,64849000,,64849000,NOVO TRÊS PASSOS,-24.3939,-54.1383,550.0,2017-11-09T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",ARROIO GUAÇU,PARANÁ,MARECHAL CÂNDIDO RONDON,64,64520100.0,22,22146000,52,52,2014-02-06T03:30:00.000+0000,2024-05-30T13:15:00.000+0000,IAT-PR,IAT-PR,Fluviométrica
244552520,64776100,,64776100,FOZ DO CANTU,-24.7519,-52.8767,300.0,2018-05-08T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO PIQUIRI,PARANÁ,GUARANIAÇÚ,64,64510000.0,22,22093000,1,1,2014-02-06T02:30:00.000+0000,2014-06-08T12:15:00.000+0000,ANA,IAT-PR,Fluviométrica
240753190,64815000,,64815000,FAZENDA UBERABA,-24.1331,-53.3167,310.0,2018-05-08T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO GOIO-ERE,PARANÁ,MARILUZ,64,64511700.0,22,22151000,1,1,2014-02-06T02:30:00.000+0000,2024-05-30T13:15:00.000+0000,ANA,IAT-PR,Fluviométrica
235853450,64833000,,64833000,IPORÃ,-23.9714,-53.7525,260.0,2018-05-08T03:00:00.000+0000,6,6 - Rio Paraná ,"64 - RIOS PARANA,PARANAPANEMA E ...",RIO XAMBRE,PARANÁ,IPORÃ,64,64512800.0,22,22106000,1,1,2014-02-06T02:30:00.000+0000,2021-04-04T03:45:00.000+0000,ANA,IAT-PR,Fluviométrica
