ID_WaterChem_Entries,Source,Program,field_method,event,Location_Number,Location_Name,Sample_Date,Sample_Time,Parameter,Prefix,Result,Result_Unit,Detection_Flag,Detection_Limit,Result_ID,Result_Properties,Result_Method,FieldProbe,Percent_Ice_Cover,Flow_Condition,Site_Field_Notes,Weather,IWMP_Sampling_Run,Sampled_By,Sample_Session_Notes,Lab_WorkOrder_Number,Entered_Who,Entered_When,Source_Parameter,Source_Result,Source_Result_Unit,Outside_Range,current_low_range,current_high_range,DB_admin_Notes,Omit_Listing,Temp_Source_Result_Text_Format,REMOVE_Source_Result,general_notes,SSMA_TimeStamp
967799,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,NO2_N,,0.12,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,SA9197-01,12003,4/25/2014,Nitrite (N),0.12,mg/L,-1,0.005,0.073,,FALSE,,0,,
967814,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,NO3_N,,33,mg/L,Y,1,,,SM 4500 NO3I/NO2B,,,,,,,,,SA9197-01,12003,4/25/2014,Nitrate (N),33,mg/L,-1,0.2,3.3,,FALSE,,0,,
961192,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,pH_Field,,8.14,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,8.14,pH Units,0,7.13,8.34,,FALSE,,0,"Clear, temperature approximately 25.",
967803,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,pH_Lab,,8.23,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,SA9197-01,12003,4/25/2014,pH,8.23,pH,0,7.95,8.47,,FALSE,,0,,
967829,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,Potassium_K,,38.8,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,SA9197-04,12003,4/25/2014,Potassium (K),38800,ug/L,-1,1.45,6.83,,FALSE,,0,,
967833,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,Sodium_Na,,293,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,SA9197-04,12003,4/25/2014,Sodium (Na),293000,ug/L,-1,20.1,165,,FALSE,,0,,
967810,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,6/26/2013,12:45:00 PM,Total_Dissolved_Solids_TDS,,1050,mg/L,Y,10,,,APHA 2540C,,,,,,,,,SA9197-03,12003,4/25/2014,Total Dissolved Solids,1050,mg/L,-1,262,906,,FALSE,,0,,
968161,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Ammonia_N,,0.08,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,SO0660-04,12003,4/25/2014,Total Ammonia-N,0.08,mg/L,0,0.006,0.3,,FALSE,,0,,
968208,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Calcium_Ca,,39,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,SO0660-06,12003,4/25/2014,Calcium (Ca),39000,ug/L,-1,43.3,97,,FALSE,,0,,
968207,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Calcium_Dissolved,,40.7,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,SO0660-01,12003,4/25/2014,Dissolved Calcium (Ca),40.7,mg/L,0,27.1,98.5,,FALSE,,0,,
968162,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Chloride_Cl,,210,mg/L,Y,3,,,EPA 325.2,,,,,,,,,SO0660-01,12003,4/25/2014,Dissolved Chloride (Cl),210,mg/L,0,27.4,245,,FALSE,,0,,
968177,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Magnesium_Dissolved,,10.6,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,SO0660-01,12003,4/25/2014,Dissolved Magnesium (Mg),10.6,mg/L,0,3.89,24,,FALSE,,0,,
968178,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Magnesium_Mg,,10.4,mg/L,Y,0.025,,,EPA 6020,,,,,,,,,SO0660-06,12003,4/25/2014,Magnesium (Mg),10400,ug/L,-1,12,26.2,,FALSE,,0,,
968153,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,NO2_N,,0.021,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,SO0660-01,12003,4/25/2014,Nitrite (N),0.021,mg/L,0,0.005,0.073,,FALSE,,0,,
968168,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,NO3_N,,23,mg/L,Y,1,,,SM 4500 NO3I/NO2B,,,,,,,,,SO0660-01,12003,4/25/2014,Nitrate (N),23,mg/L,-1,0.2,3.3,,FALSE,,0,,
968157,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,pH_Lab,,8.23,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,SO0660-01,12003,4/25/2014,pH,8.23,pH,0,7.95,8.47,,FALSE,,0,,
968183,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Potassium_K,,29.3,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,SO0660-06,12003,4/25/2014,Potassium (K),29300,ug/L,-1,1.45,6.83,,FALSE,,0,,
968187,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Sodium_Na,,199,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,SO0660-06,12003,4/25/2014,Sodium (Na),199000,ug/L,-1,20.1,165,,FALSE,,0,,
968164,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,7/8/2013,2:00:00 PM,Total_Dissolved_Solids_TDS,,778,mg/L,Y,10,,,APHA 2540C,,,,,,,,,SO0660-03,12003,4/25/2014,Total Dissolved Solids,778,mg/L,0,262,906,,FALSE,,0,,
961307,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/7/2013,2:03:00 PM,DO_Field,,8.34,mg/L,,,,,,,,0,,,,,,,12003,4/25/2014,DO Field,8.34,mg/L,0,7,13.5,,FALSE,,0,"Raining, temperature approximately 20",
961202,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/7/2013,2:03:00 PM,pH_Field,,8.15,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,8.15,pH Units,0,7.13,8.34,,FALSE,,0,"Raining, temperature approximately 20",
968973,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Ammonia_N,,0.06,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,SV4862-04,12003,4/25/2014,Total Ammonia-N,0.06,mg/L,0,0.006,0.3,,FALSE,,0,,
969018,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Calcium_Ca,,44.1,mg/L,Y,0.04,,,EPA 6020,,,,,,,,,SV4862-05,12003,4/25/2014,Calcium (Ca),44100,ug/L,0,43.3,97,,FALSE,,0,,
968974,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Chloride_Cl,,150,mg/L,Y,2,,,EPA 325.2,,,,,,,,,SV4862-01,12003,4/25/2014,Dissolved Chloride (Cl),150,mg/L,0,27.4,245,,FALSE,,0,,
961315,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,DO_Field,,7.51,mg/L,,,,,,,,0,,,,,,,12003,4/25/2014,DO Field,7.51,mg/L,0,7,13.5,,FALSE,,0,"Light rain, temperature approximately 19",
968989,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Magnesium_Mg,,9.13,mg/L,Y,0.01,,,EPA 6020,,,,,,,,,SV4862-05,12003,4/25/2014,Magnesium (Mg),9130,ug/L,-1,12,26.2,,FALSE,,0,,
968965,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,NO2_N,,0.025,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,SV4862-01,12003,4/25/2014,Nitrite (N),0.025,mg/L,0,0.005,0.073,,FALSE,,0,,
968980,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,NO3_N,,5.7,mg/L,Y,0.1,,,SM 4500 NO3I/NO2B,,,,,,,,,SV4862-01,12003,4/25/2014,Nitrate (N),5.7,mg/L,-1,0.2,3.3,,FALSE,,0,,
961210,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,pH_Field,,7.92,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,7.92,pH Units,0,7.13,8.34,,FALSE,,0,"Light rain, temperature approximately 19",
968969,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,pH_Lab,,8.1,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,SV4862-01,12003,4/25/2014,pH,8.1,pH,0,7.95,8.47,,FALSE,,0,,
968994,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Potassium_K,,14.4,mg/L,Y,0.04,,,EPA 6020,,,,,,,,,SV4862-05,12003,4/25/2014,Potassium (K),14400,ug/L,-1,1.45,6.83,,FALSE,,0,,
968998,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Sodium_Na,,104,mg/L,Y,0.02,,,EPA 6020,,,,,,,,,SV4862-05,12003,4/25/2014,Sodium (Na),104000,ug/L,0,20.1,165,,FALSE,,0,,
968976,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,8/28/2013,12:51:00 PM,Total_Dissolved_Solids_TDS,,544,mg/L,Y,10,,,APHA 2540C,,,,,,,,,SV4862-03,12003,4/25/2014,Total Dissolved Solids,544,mg/L,0,262,906,,FALSE,,0,,
969321,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Ammonia_N,,0.11,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,TF1488-05,12003,4/25/2014,Total Ammonia-N,0.11,mg/L,0,0.006,0.3,,FALSE,,0,,
969368,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Calcium_Ca,,48.3,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,TF1488-04,12003,4/25/2014,Calcium (Ca),48300,ug/L,0,43.3,97,,FALSE,,0,,
969367,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Calcium_Dissolved,,52.3,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,TF1488-01,12003,4/25/2014,Dissolved Calcium (Ca),52.3,mg/L,0,27.1,98.5,,FALSE,,0,,
969322,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Chloride_Cl,,170,mg/L,Y,2,,,EPA 325.2,,,,,,,,,TF1488-01,12003,4/25/2014,Dissolved Chloride (Cl),170,mg/L,0,27.4,245,,FALSE,,0,,
961325,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,DO_Field,,9.57,mg/L,,,,,,,,0,,,,,,,12003,4/25/2014,DO Field,9.57,mg/L,0,7,13.5,,FALSE,,0,"Sunny, high of 20, no rain in past 48 hours",
969337,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Magnesium_Dissolved,,11.6,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,TF1488-01,12003,4/25/2014,Dissolved Magnesium (Mg),11.6,mg/L,0,3.89,24,,FALSE,,0,,
969338,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Magnesium_Mg,,11.2,mg/L,Y,0.025,,,EPA 6020,,,,,,,,,TF1488-04,12003,4/25/2014,Magnesium (Mg),11200,ug/L,-1,12,26.2,,FALSE,,0,,
969313,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,NO2_N,,0.022,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,TF1488-01,12003,4/25/2014,Nitrite (N),0.022,mg/L,0,0.005,0.073,,FALSE,,0,,
969328,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,NO3_N,,28,mg/L,Y,1,,,SM 4500 NO3I/NO2B,,,,,,,,,TF1488-01,12003,4/25/2014,Nitrate (N),28,mg/L,-1,0.2,3.3,,FALSE,,0,,
961220,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,pH_Field,,8.08,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,8.08,pH Units,0,7.13,8.34,,FALSE,,0,"Sunny, high of 20, no rain in past 48 hours",
969317,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,pH_Lab,,8.2,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,TF1488-01,12003,4/25/2014,pH,8.2,pH,0,7.95,8.47,,FALSE,,0,,
969343,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Potassium_K,,23.8,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,TF1488-04,12003,4/25/2014,Potassium (K),23800,ug/L,-1,1.45,6.83,,FALSE,,0,,
969347,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Sodium_Na,,176,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,TF1488-04,12003,4/25/2014,Sodium (Na),176000,ug/L,-1,20.1,165,,FALSE,,0,,
969324,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,9/25/2013,1:10:00 PM,Total_Dissolved_Solids_TDS,,734,mg/L,Y,10,,,APHA 2540C,,,,,,,,,TF1488-03,12003,4/25/2014,Total Dissolved Solids,734,mg/L,0,262,906,,FALSE,,0,,
969905,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Ammonia_N,,0.03,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,TR7116-04,12003,4/25/2014,Total Ammonia-N,0.03,mg/L,0,0.006,0.3,,FALSE,,0,,
969950,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Calcium_Ca,,60.8,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,TR7116-06,12003,4/25/2014,Calcium (Ca),60800,ug/L,0,43.3,97,,FALSE,,0,,
969906,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Chloride_Cl,,170,mg/L,Y,2,,,EPA 325.2,,,,,,,,,TR7116-01,12003,4/25/2014,Dissolved Chloride (Cl),170,mg/L,0,27.4,245,,FALSE,,0,,
961335,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,DO_Field,,12.45,mg/L,,,,,,,,0,,,,,,,12003,4/25/2014,DO Field,12.45,mg/L,0,7,13.5,,FALSE,,0,"Overcast, temperature approximately 10",
969921,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Magnesium_Mg,,13.8,mg/L,Y,0.025,,,EPA 6020,,,,,,,,,TR7116-06,12003,4/25/2014,Magnesium (Mg),13800,ug/L,0,12,26.2,,FALSE,,0,,
969897,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,NO2_N,,0.37,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,TR7116-01,12003,4/25/2014,Nitrite (N),0.37,mg/L,-1,0.005,0.073,,FALSE,,0,,
969912,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,NO3_N,,33,mg/L,Y,2,,,SM 4500 NO3I/NO2B,,,,,,,,,TR7116-01,12003,4/25/2014,Nitrate (N),33,mg/L,-1,0.2,3.3,,FALSE,,0,,
961230,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,pH_Field,,8.23,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,8.23,pH Units,0,7.13,8.34,,FALSE,,0,"Overcast, temperature approximately 10",
969901,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,pH_Lab,,8.26,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,TR7116-01,12003,4/25/2014,pH,8.26,pH,0,7.95,8.47,,FALSE,,0,,
969926,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Potassium_K,,22,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,TR7116-06,12003,4/25/2014,Potassium (K),22000,ug/L,-1,1.45,6.83,,FALSE,,0,,
969930,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Sodium_Na,,186,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,TR7116-06,12003,4/25/2014,Sodium (Na),186000,ug/L,-1,20.1,165,,FALSE,,0,,
969908,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,10/30/2013,1:10:00 PM,Total_Dissolved_Solids_TDS,,786,mg/L,Y,10,,,APHA 2540C,,,,,,,,,TR7116-03,12003,4/25/2014,Total Dissolved Solids,786,mg/L,0,262,906,,FALSE,,0,,
970477,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Ammonia_N,,0.37,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,UB6822-04,12003,4/25/2014,Total Ammonia-N,0.37,mg/L,-1,0.006,0.3,,FALSE,,0,,
970524,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Calcium_Ca,,63.1,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,UB6822-05,12003,4/25/2014,Calcium (Ca),63100,ug/L,0,43.3,97,,FALSE,,0,,
970523,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Calcium_Dissolved,,67.2,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,UB6822-01,12003,4/25/2014,Dissolved Calcium (Ca),67.2,mg/L,0,27.1,98.5,,FALSE,,0,,
970478,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Chloride_Cl,,230,mg/L,Y,3,,,EPA 325.2,,,,,,,,,UB6822-01,12003,4/25/2014,Dissolved Chloride (Cl),230,mg/L,0,27.4,245,,FALSE,,0,,
961345,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,DO_Field,,14.35,mg/L,,,,,,,,0,,,,,,,12003,4/25/2014,DO Field,14.35,mg/L,-1,7,13.5,,FALSE,,0,Temperature approximately 0,
970493,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Magnesium_Dissolved,,15.2,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,UB6822-01,12003,4/25/2014,Dissolved Magnesium (Mg),15.2,mg/L,0,3.89,24,,FALSE,,0,,
970494,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Magnesium_Mg,,14.2,mg/L,Y,0.025,,,EPA 6020,,,,,,,,,UB6822-05,12003,4/25/2014,Magnesium (Mg),14200,ug/L,0,12,26.2,,FALSE,,0,,
970470,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,NO2_N,,0.74,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,UB6822-01,12003,4/25/2014,Nitrite (N),0.74,mg/L,-1,0.005,0.073,,FALSE,,0,,
970484,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,NO3_N,,30,mg/L,Y,2,,,SM 4500 NO3I/NO2B,,,,,,,,,UB6822-01,12003,4/25/2014,Nitrate (N),30,mg/L,-1,0.2,3.3,,FALSE,,0,,
961240,CVC Field Data,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,pH_Field,,8.29,pH Units,,,,,,,,0,,,,,,,12003,4/25/2014,pH Field,8.29,pH Units,0,7.13,8.34,,FALSE,,0,Temperature approximately 0,
970474,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,pH_Lab,,8.3,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,UB6822-01,12003,4/25/2014,pH,8.3,pH,0,7.95,8.47,,FALSE,,0,,
970499,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Potassium_K,,24.9,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,UB6822-05,12003,4/25/2014,Potassium (K),24900,ug/L,-1,1.45,6.83,,FALSE,,0,,
970503,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Sodium_Na,,227,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,UB6822-05,12003,4/25/2014,Sodium (Na),227000,ug/L,-1,20.1,165,,FALSE,,0,,
970480,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,11/27/2013,12:55:00 PM,Total_Dissolved_Solids_TDS,,918,mg/L,Y,10,,,APHA 2540C,,,,,,,,,UB6822-03,12003,4/25/2014,Total Dissolved Solids,918,mg/L,-1,262,906,,FALSE,,0,,
988151,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Ammonia_N,,0.83,mg/L,Y,0.02,,,US GS I-2522-90,,,,,,,,,VA1466-04,12003,7/17/2014,Total Ammonia-N,0.83,mg/L,-1,0.006,0.3,,FALSE,,0,,
988198,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Calcium_Ca,,77.8,mg/L,Y,0.2,,,EPA 6020,,,,,,,,,VA1466-05,12003,7/17/2014,Calcium (Ca),77800,ug/L,0,43.3,97,,FALSE,,0,,
988197,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Calcium_Dissolved,,84.7,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,VA1466-01,12003,7/17/2014,Dissolved Calcium (Ca),84.7,mg/L,0,27.1,98.5,,FALSE,,0,,
988152,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Chloride_Cl,,540,mg/L,Y,6,,,EPA 325.2,,,,,,,,,VA1466-01,12003,7/17/2014,Dissolved Chloride (Cl),540,mg/L,-1,27.4,245,,FALSE,,0,,
988167,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Magnesium_Dissolved,,15.9,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,VA1466-01,12003,7/17/2014,Dissolved Magnesium (Mg),15.9,mg/L,0,3.89,24,,FALSE,,0,,
988168,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Magnesium_Mg,,16,mg/L,Y,0.05,,,EPA 6020,,,,,,,,,VA1466-05,12003,7/17/2014,Magnesium (Mg),16000,ug/L,0,12,26.2,,FALSE,,0,,
988143,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,NO2_N,,0.229,mg/L,Y,0.01,,,SM 4500 NO3I/NO2B,,,,,,,,,VA1466-01,12003,7/17/2014,Nitrite (N),0.229,mg/L,-1,0.005,0.073,,FALSE,,0,,
988158,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,NO3_N,,11.5,mg/L,Y,1,,,SM 4500 NO3I/NO2B,,,,,,,,,VA1466-01,12003,7/17/2014,Nitrate (N),11.5,mg/L,-1,0.2,3.3,,FALSE,,0,,
988147,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,pH_Lab,,7.94,pH Units,Y,,,,SM 4500H+ B,,,,,,,,,VA1466-01,12003,7/17/2014,pH,7.94,pH,-1,7.95,8.47,,FALSE,,0,,
988173,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Potassium_K,,11.7,mg/L,Y,0.2,,,EPA 6020,,,,,,,,,VA1466-05,12003,7/17/2014,Potassium (K),11700,ug/L,-1,1.45,6.83,,FALSE,,0,,
988177,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Sodium_Na,,349,mg/L,Y,0.1,,,EPA 6020,,,,,,,,,VA1466-05,12003,7/17/2014,Sodium (Na),349000,ug/L,-1,20.1,165,,FALSE,,0,,
988154,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,2/26/2014,1:25:00 PM,Total_Dissolved_Solids_TDS,,1240,mg/L,Y,10,,,APHA 2540C,,,,,,,,,VA1466-03,12003,7/17/2014,Total Dissolved Solids,1240,mg/L,-1,262,906,,FALSE,,0,,
988450,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,3/26/2014,2:15:00 PM,Ammonia_N,,0.27,mg/L,Y,0.01,,,US GS I-2522-90,,,,,,,,,VI2380-04,12003,7/17/2014,Total Ammonia-N,0.27,mg/L,0,0.006,0.3,,FALSE,,0,,
988464,Maxxam,IWMP,FieldGrab,,501060002,Levi Creek u/s Derry Rd,3/26/2014,2:15:00 PM,Calcium_Dissolved,,70.9,mg/L,Y,0.05,,,SW-846 6010C,,,,,,,,,VI2380-01,12003,7/17/2014,Dissolved Calcium (Ca),70.9,mg/L,0,27.1,98.5,,FALSE,,0,,
